Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
janakiramvit,Arts,Business,100000,Nuwara Eliya,Nuwara Eliya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
goldrush,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
rbkbhanu,Arts,Humanities & Science,100000,Monaragala,Monaragala,Law - Sri Lanka Institute of Information Technology(SLIIT),
reshragh,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
amitbhatia.dce89,Commerce,Humanities & Science,100000,Matale,Dambulla,Law - Sri Lanka Institute of Information Technology(SLIIT),
karteek444,Science,Computing,220000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
saipal,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
Ram_Reddy,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
ashish90,Arts,Humanities & Science,100000,Nuwara Eliya,Nuwara Eliya,Law - Sri Lanka Institute of Information Technology(SLIIT),
shwethan,Maths,Architecture,100000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
JPd,Commerce,Engineering,120000,Gampaha,Nittambuwa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
abhay693,Arts,Humanities & Science,180000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
mech_fall_2011,Commerce,Business,100000,Nuwara Eliya,Nuwara Eliya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
shwethav,Arts,Business,175000,Colombo,Avissawella,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
ramsrivatsa,Commerce,Business,100000,Vavuniya,Vavuniya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Harshapammi,Commerce,Computing,140000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
preetir,Commerce,Business,150000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
nostop,Commerce,Business,150000,Gampaha,Kiribathgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
crazy_onion,Arts,Humanities & Science,100000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
anurag.goyal,Arts,Hospitality & Culinary,100000,Kandy,Kandy,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
JosephMullassery,Arts,Designing,180000,Colombo,Wellawatta,Fashion Design - National Institute of Business Management,
ncs5,Maths,Business,180000,Colombo,Moratuwa,HND - IDM University,
AmbikaSundar,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
Indiana_Rafiki,Maths,Business,120000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
kakavenkatesh,Maths,Computing,90000,Galle,Galle,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
sachinsekaran,Maths,Business,120000,Colombo,Malabe,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
anupam1209,Arts,Humanities & Science,100000,Puttalam,Puttalam,Law - Sri Lanka Institute of Information Technology(SLIIT),
asvin_1989,Maths,Business,180000,Colombo,Moratuwa,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
TheSachinist,Maths,Computing,90000,Colombo,Moratuwa,Data Science - General Sir John Kotelawala Defence University,
prabudhakshin,Arts,Computing,175000,Kandy,Kandy,Networking & Mobile Computing - Horizon Campus,
roshel,Commerce,Computing,175000,Colombo,Kottawa,Computer Science - NSBM Green University,
speedakshay,Commerce,Business,100000,Ampara,Ampara,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
vinmech32,Arts,Business,100000,Polonnaruwa,Minneriya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
adhyatmik,Arts,Music & Drama,90000,Colombo,Rathmalana,Visual Arts - university of visual and performing arts,
nikhilkulkarni_88,Arts,Computing,90000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
Mad03,Commerce,Business,100000,Polonnaruwa,Elahera,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
kcmojjada,Arts,Business,100000,Nuwara Eliya,Nuwara Eliya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
sabarishr,Maths,Humanities & Science,100000,Matara,Matara,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
rajkiranpro,Arts,Humanities & Science,100000,Monaragala,Monaragala,Law - Sri Lanka Institute of Information Technology(SLIIT),
kaustubh15,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Vidur Nayyar,Commerce,Humanities & Science,100000,Matale,Dambulla,Law - Sri Lanka Institute of Information Technology(SLIIT),
raam01,Commerce,Computing,150000,Gampaha,Kadawatha,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
carlzesis,Maths,Business,175000,Matara,Dikwella,International Management - BMS Business Management School,
shyamdvd,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
shri_s_ram,Arts,Humanities & Science,100000,Nuwara Eliya,Nuwara Eliya,Law - Sri Lanka Institute of Information Technology(SLIIT),
jsamyani,Arts,Humanities & Science,120000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
krishnasumant,Maths,Architecture,150000,Colombo,Moratuwa,Architects - General Sir John Kotelawala Defence University,
kumar167,Maths,Engineering,150000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
amaysankhe,Commerce,Business,100000,Nuwara Eliya,Nuwara Eliya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Centauri,Arts,Business,175000,Colombo,Avissawella,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
sthitamishra1987,Commerce,Business,100000,Vavuniya,Vavuniya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Ashwini Gowda,Arts,Humanities & Science,100000,Puttalam,Puttalam,Law - Sri Lanka Institute of Information Technology(SLIIT),
parthi.prodn,Technology,Computing,150000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
tangyorange,Maths,Business,100000,Polonnaruwa,Elahera,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
sag14,Commerce,Business,175000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
ameyjain,Commerce,Business,100000,Mullaitivu,Mullaitivu,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Nareshvemula,Commerce,Humanities & Science,175000,Kurunagala,Polgasowita,Law - Sri Lanka Institute of Information Technology(SLIIT),
sv90,Arts,Humanities & Science,100000,Monaragala,Dambagalla,Law - Sri Lanka Institute of Information Technology(SLIIT),
Mathu6789,Commerce,Computing,150000,Colombo,Koswatta,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
aroramansi,Science,Architecture,150000,Kandy,Peradeniya,Architects - Sri Lanka Institute of Information Technology(SLIIT),
ramkisastra,Arts,Humanities & Science,100000,Kilinochchi,Kilinochchi,Law - Sri Lanka Institute of Information Technology(SLIIT),
JayadevP,Science,Computing,180000,Hambantota,Hambantota,Data Science - General Sir John Kotelawala Defence University,
avinash05,Arts,Business,100000,Kilinochchi,Kilinochchi,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
msaspirantUSfall2014,Commerce,Business,100000,Polonnaruwa,Hingurakgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
pranavd21989,Science,Engineering,150000,Colombo,Thalawathugoda,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
pr292,Arts,Computing,175000,Kandy,Kandy,Networking & Mobile Computing - Horizon Campus,
prat0318,Arts,Business,140000,Gampaha,Kiribathgoda,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
uniklyunik,Science,Humanities & Science,120000,Colombo,Kottawa,Nursing - General Sir John Kotelawala Defence University,
saran87,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
schnkelkar,Science,Business,100000,Colombo,Kottawa,Marketing management - NSBM Green University,
Mayankgupta200789,Science,Business,175000,Gampaha,Kiribathgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
Scoobydo,Maths,Architecture,90000,Kalutara,Panadura,Architects - General Sir John Kotelawala Defence University,
devilzone,Maths,Computing,250000,Kandy,Kandy,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
nikhil_agarwal94,Arts,Computing,175000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
abarnaar,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
bhagatbigwig,Science,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
sarma.pavan909,Maths,Architecture,120000,Colombo,Koswatta,Architects - Sri Lanka Institute of Architects,
sags_sam,Maths,Engineering,140000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
chinmay01,Commerce,Hospitality & Culinary,120000,Colombo,Kottawa,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
sdroy,Commerce,Business,100000,Matara,Matara,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
vijay4myfriendz,Commerce,Humanities & Science,175000,Colombo,Thalawathugoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
Anitha G,Science,Music & Drama,170000,Matara,Weligama,Music - university of visual and performing arts,
hktidke,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
raghav130593,Commerce,Computing,150000,Gampaha,Negombo,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
apoorv.kulkarni,Arts,Humanities & Science,140000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
priyanjan,Commerce,Business,250000,Matara,Weligama,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
ss81089,Arts,Hospitality & Culinary,150000,Colombo,Moratuwa,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
ladiesman_523,Arts,Music & Drama,100000,Kandy,Pilimathalawa,Music - university of visual and performing arts,
snehapr21,Commerce,Computing,100000,Matara,Matara,Computer Science - General Sir John Kotelawala Defence University,
manohar_tn,Maths,Engineering,150000,Colombo,Rathmalana,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
apgp88,Arts,Humanities & Science,180000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
surisagar,Commerce,Business,120000,Colombo,Homagama,HR Management - NSBM Green University,
aatoUS,Commerce,Business,170000,Gampaha,Negombo,Human Capital Management - Sri Lanka Institute of Information Technology(SLIIT),
gopscreative,Maths,Engineering,150000,Kandy,Kandy,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
rramath,Maths,Architecture,140000,Colombo,Moratuwa,Architects - General Sir John Kotelawala Defence University,
devilsown2012,Commerce,Business,100000,Nuwara Eliya,Nuwara Eliya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
RaviSankar,Arts,Business,175000,Colombo,Avissawella,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
shruthireddy2,Commerce,Business,100000,Vavuniya,Vavuniya,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
spikeAdobe,Arts,Humanities & Science,100000,Puttalam,Puttalam,Law - Sri Lanka Institute of Information Technology(SLIIT),
rocky199010,Commerce,Business,175000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
shaikrashid66,Technology,Computing,150000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
madhuvel,Maths,Business,100000,Polonnaruwa,Elahera,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
rushabh268,Commerce,Business,100000,Mullaitivu,Mullaitivu,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
mskonline,Arts,Humanities & Science,100000,Puttalam,Puttalam,Law - Sri Lanka Institute of Information Technology(SLIIT),
enigma5,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
khushboo,Science,Computing,180000,Hambantota,Hambantota,Data Science - General Sir John Kotelawala Defence University,
nishant_garg89,Arts,Business,100000,Kilinochchi,Kilinochchi,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
makman,Commerce,Business,100000,Polonnaruwa,Hingurakgoda,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
djc2510,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
aks_ravi,Commerce,Business,100000,Mullaitivu,Mullaitivu,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
euphoric1,Maths,Business,175000,Matara,Dikwella,International Management - BMS Business Management School,
Harsh Acharya,Maths,Engineering,100000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
devamgandhi,Arts,Humanities & Science,100000,Kilinochchi,Kilinochchi,Law - Sri Lanka Institute of Information Technology(SLIIT),
sameer.sharma,Arts,Humanities & Science,100000,Monaragala,Dambagalla,Law - Sri Lanka Institute of Information Technology(SLIIT),
rahul44,Commerce,Computing,150000,Colombo,Koswatta,Software Engineering - Asia Pacific Institute of Information Technology Sri Lanka,
poojaprakash,Commerce,Computing,150000,Gampaha,Nittambuwa,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
shriramvenkat,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
anoopxtreme,Maths,Business,100000,Polonnaruwa,Elahera,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
dhrumiljoshi,Commerce,Business,175000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
bhargavz,Science,Architecture,150000,Kandy,Peradeniya,Architects - Sri Lanka Institute of Information Technology(SLIIT),
shalin_99,Arts,Computing,200000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
ashish singh,Science,Business,150000,Colombo,Kottawa,HR Management - NSBM Green University,
foodietr,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
